Id,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,Marks
12849   ,1,2,3,4,0,6,0,8,0,10,34
9937   ,1,2,3,4,5,0,7,0,9,0,31
8317   ,1,2,0,0,5,0,7,0,9,0,24
11816   ,1,2,3,0,0,6,0,0,9,0,21
10375   ,1,2,0,0,0,0,7,0,9,0,19
8835   ,1,2,3,4,5,6,7,0,9,0,37
9139   ,1,2,3,4,0,0,0,8,9,10,37
11855   ,0,0,3,0,5,0,0,8,0,0,16
12590   ,1,2,0,0,0,0,0,0,9,0,12
8892   ,1,0,0,4,5,0,0,0,0,0,10
11893   ,1,0,0,4,5,6,0,0,0,0,16
11833   ,1,0,3,0,0,0,0,8,0,0,12
10345   ,0,2,0,0,0,0,0,0,0,10,12
9098   ,1,0,3,0,0,0,7,0,9,0,20
8286   ,1,2,0,0,0,0,0,8,0,0,11
11112   ,1,0,0,4,5,6,7,0,0,10,33
9903   ,1,2,3,4,0,0,0,8,0,10,28
8308   ,0,2,0,4,0,0,7,0,0,0,13
9435   ,1,2,3,4,5,6,0,8,9,10,48
11332   ,1,2,3,4,5,6,7,0,9,10,47
12548   ,0,2,3,0,0,6,7,0,0,0,18
9389   ,1,2,0,4,0,6,7,0,9,10,39
8501   ,1,2,3,4,5,6,7,0,9,10,47
9617   ,1,2,3,0,5,0,0,0,0,0,11
11135   ,1,2,0,0,5,0,7,0,0,0,15
10368   ,1,2,3,4,5,6,0,0,0,10,31
8199   ,1,0,3,0,5,6,7,0,9,0,31
8266   ,1,2,3,4,5,6,0,8,0,0,29
8950   ,1,2,3,0,5,6,0,0,9,10,36
9092   ,1,2,0,4,5,6,7,0,0,10,35
9510   ,1,2,3,4,5,6,7,0,9,0,37
9991   ,1,2,3,4,5,0,7,8,0,0,30
8456   ,1,2,0,0,5,6,7,0,0,10,31
9366   ,1,2,3,4,5,6,7,0,9,0,37
11149   ,1,2,0,0,5,0,7,8,0,10,33
8306   ,1,2,0,4,5,6,7,0,0,10,35
9506   ,1,2,3,4,5,0,7,0,9,0,31
8746   ,1,2,0,4,0,0,0,0,9,0,16
12523   ,1,2,0,4,5,0,0,8,0,0,20
12828   ,1,0,0,0,0,0,7,0,0,10,18
9728   ,1,2,0,0,5,6,0,0,0,10,24
11091   ,1,0,3,0,0,6,0,0,0,10,20
8411   ,1,2,3,4,0,6,0,8,9,0,33
9082   ,1,2,3,4,0,6,0,8,0,0,24
10373   ,1,2,3,0,5,6,7,8,0,0,32
9752   ,1,2,0,4,5,6,7,0,0,10,35
9965   ,1,2,0,4,0,6,0,0,0,0,13
11154   ,1,2,3,4,5,6,7,0,0,0,28
9584   ,1,2,0,0,5,6,7,8,0,0,29
9101   ,1,2,3,0,0,6,7,0,0,0,19
11442   ,1,2,3,0,0,0,0,8,9,10,33
12545   ,1,2,3,4,5,6,7,0,0,0,28
8652   ,1,0,3,4,5,6,7,8,0,0,34
8515   ,0,2,0,4,5,6,7,8,0,0,32
9607   ,0,0,0,4,0,0,0,0,9,0,13
10125   ,0,0,3,4,0,0,7,8,0,10,32
11392   ,1,2,3,0,5,6,0,0,0,10,27
11109   ,1,2,0,4,5,6,0,0,9,10,37
8253   ,1,2,0,4,0,6,7,8,9,0,37
8936   ,1,2,3,4,5,6,0,8,9,0,38
9566   ,1,2,3,4,0,0,7,0,9,10,36
9638   ,1,2,3,4,0,6,7,8,0,10,41
8533   ,0,0,3,4,5,6,7,0,9,0,34
10438   ,0,0,0,0,5,0,7,0,9,10,31
11058   ,1,2,3,0,5,6,0,8,0,10,35
11394   ,1,2,3,4,0,6,7,0,9,0,32
8432   ,1,2,0,4,5,6,7,0,9,0,34
9035   ,1,2,0,0,5,6,7,8,0,10,39
9760   ,1,2,3,4,5,6,7,0,0,10,38
8365   ,1,2,3,4,5,6,0,0,0,10,31
9914   ,1,2,3,0,0,0,0,0,9,10,25
8855   ,1,0,3,4,0,6,0,0,0,0,14
11376   ,0,2,3,0,5,6,0,8,0,10,34
9987   ,1,2,3,0,5,6,0,0,9,0,26
9581   ,1,2,0,4,5,0,0,0,9,10,31
9052   ,1,0,3,4,5,0,7,8,0,0,28
8190   ,0,0,3,0,0,6,7,0,9,10,35
11428   ,1,2,0,0,5,0,7,0,9,10,34
8270   ,1,0,3,4,5,6,0,8,0,10,37
9951   ,1,2,3,4,5,6,7,8,0,0,36
9132   ,1,2,3,4,5,0,7,0,9,0,31
12768   ,1,2,0,0,5,6,0,8,9,0,31
9094   ,1,0,0,0,0,6,7,8,9,0,31
9083   ,0,2,0,4,5,6,7,0,0,10,34
9102   ,1,2,0,4,0,0,7,8,9,0,31
9772   ,1,2,3,4,5,0,0,8,9,0,32
9625   ,1,2,0,4,0,6,7,8,9,10,47
10363   ,1,2,3,4,5,6,7,0,9,10,47
8163   ,0,0,3,4,5,6,0,0,0,0,18
9028   ,1,2,3,4,0,6,0,8,9,10,43
12900   ,1,2,0,4,5,6,7,8,0,10,43
8845   ,0,0,0,4,0,6,7,0,9,10,36
8359   ,1,0,0,4,0,6,0,8,0,10,29
11890   ,1,2,3,4,0,6,0,0,9,10,35
12844   ,1,0,0,0,5,6,7,8,0,10,37
8916   ,1,2,0,0,0,6,7,8,0,10,34
10216   ,1,2,0,4,5,6,7,0,0,10,35
8321   ,1,2,3,0,5,6,0,8,9,0,34
9096   ,1,2,0,4,0,6,7,0,9,10,39
11361   ,1,2,3,4,0,6,7,8,9,0,40
12521   ,0,2,0,0,5,0,7,0,9,10,33
8531   ,1,2,3,4,0,6,7,0,9,0,32
12623   ,1,0,3,4,5,6,7,0,0,10,36
8709   ,0,0,3,4,0,0,0,8,0,0,15
9971   ,1,2,3,0,5,0,0,8,9,10,38
10398   ,1,2,3,4,5,6,0,8,9,0,38
8536   ,1,2,3,0,5,6,7,0,9,10,43
8225   ,1,2,0,0,0,6,0,8,0,0,17
11177   ,1,0,3,4,5,0,0,0,0,0,13
12547   ,1,2,0,0,0,0,0,8,0,0,11
8312   ,0,2,0,0,5,0,0,0,0,10,17
9818   ,0,0,3,0,0,0,7,0,0,0,10
10017   ,1,2,0,0,0,0,0,0,0,10,13
11449   ,0,2,0,0,5,6,0,0,0,0,13
11105   ,1,2,0,4,0,6,0,0,0,0,13
8371   ,1,2,0,4,5,6,7,0,9,0,34
11807   ,1,2,0,0,5,6,7,0,9,0,30
9149   ,1,2,3,4,5,6,0,8,9,0,38
12615   ,1,2,3,4,0,0,0,8,9,10,37
10119   ,1,2,3,4,5,6,0,0,9,0,30
8686   ,1,2,0,4,0,6,7,0,9,0,29
10470   ,1,2,3,4,5,6,7,8,0,0,36
8387   ,1,2,3,0,5,0,7,0,9,0,27
10009   ,1,2,0,4,0,6,7,0,9,0,29
9535   ,1,2,0,4,5,6,0,8,0,10,36
10471   ,1,2,3,4,5,6,0,8,0,10,39
12869   ,1,2,3,4,5,6,0,0,9,0,30
8695   ,0,2,0,4,0,0,7,0,9,0,22
8503   ,1,2,0,4,0,0,7,8,0,0,22
9736   ,1,0,3,4,5,0,0,0,9,0,22
11400   ,1,2,3,4,0,6,0,8,9,0,33
12533   ,0,2,0,4,5,6,7,8,0,10,42
12568   ,0,0,0,4,0,0,0,0,0,10,14
9520   ,1,0,0,0,0,6,7,0,0,0,14
8143   ,0,2,0,0,0,0,0,0,9,0,11
